Date,site,pH
5/19/2024 0:50,70.2 Trestle,7.2
5/19/2024 0:50,HSB,7.51
5/19/2024 1:00,Saysells,7.18
5/19/2024 1:00,70.2 Trestle,7.23
5/19/2024 1:00,HSB,7.49
5/19/2024 1:10,Saysells,7.18
5/19/2024 1:10,70.2 Trestle,7.21
5/19/2024 1:10,HSB,7.5
5/19/2024 1:20,Saysells,7.18
5/19/2024 1:20,70.2 Trestle,7.22
5/19/2024 1:20,HSB,7.48
5/19/2024 1:30,Saysells,7.18
5/19/2024 1:30,70.2 Trestle,7.22
5/19/2024 1:30,HSB,7.48
5/19/2024 1:40,Saysells,7.18
5/19/2024 1:40,70.2 Trestle,7.21
5/19/2024 1:40,HSB,7.48
5/19/2024 1:50,Saysells,7.18
5/19/2024 1:50,70.2 Trestle,7.21
5/19/2024 1:50,HSB,7.48
5/19/2024 2:00,Saysells,7.17
5/19/2024 2:00,70.2 Trestle,7.22
5/19/2024 2:00,HSB,7.46
5/19/2024 2:10,Saysells,7.16
5/19/2024 2:10,70.2 Trestle,7.22
5/19/2024 2:10,HSB,7.47
5/19/2024 2:20,Saysells,7.17
5/19/2024 2:20,70.2 Trestle,7.19
5/19/2024 2:20,HSB,7.44
5/19/2024 2:30,Saysells,7.17
5/19/2024 2:30,70.2 Trestle,7.19
5/19/2024 2:30,HSB,7.46
5/19/2024 2:40,Saysells,7.16
5/19/2024 2:40,70.2 Trestle,7.24
5/19/2024 2:40,HSB,7.46
5/19/2024 2:50,Saysells,7.17
5/19/2024 2:50,70.2 Trestle,7.23
5/19/2024 2:50,HSB,7.45
5/19/2024 3:00,Saysells,7.15
5/19/2024 3:00,70.2 Trestle,7.22
5/19/2024 3:00,HSB,7.45
5/19/2024 3:10,Saysells,7.15
5/19/2024 3:10,70.2 Trestle,7.2
5/19/2024 3:10,HSB,7.45
5/19/2024 3:20,Saysells,7.16
5/19/2024 3:20,70.2 Trestle,7.2
5/19/2024 3:20,HSB,7.46
5/19/2024 3:30,Saysells,7.16
5/19/2024 3:30,70.2 Trestle,7.22
5/19/2024 3:30,HSB,7.45
5/19/2024 3:40,Saysells,7.16
5/19/2024 3:40,70.2 Trestle,7.21
5/19/2024 3:40,HSB,7.44
5/19/2024 3:50,Saysells,7.16
5/19/2024 3:50,70.2 Trestle,7.2
5/19/2024 3:50,HSB,7.43
5/19/2024 4:00,Saysells,7.16
5/19/2024 4:00,70.2 Trestle,7.21
5/19/2024 4:00,HSB,7.45
5/19/2024 4:10,Saysells,7.15
5/19/2024 4:10,70.2 Trestle,7.2
5/19/2024 4:10,HSB,7.44
5/19/2024 4:20,Saysells,7.15
5/19/2024 4:20,70.2 Trestle,7.21
5/19/2024 4:20,HSB,7.43
5/19/2024 4:30,Saysells,7.14
5/19/2024 4:30,70.2 Trestle,7.2
5/19/2024 4:30,HSB,7.43
5/19/2024 4:40,Saysells,7.14
5/19/2024 4:40,70.2 Trestle,7.21
5/19/2024 4:40,HSB,7.43
5/19/2024 4:50,Saysells,7.16
5/19/2024 4:50,70.2 Trestle,7.2
5/19/2024 4:50,HSB,7.43
5/19/2024 5:00,Saysells,7.15
5/19/2024 5:00,70.2 Trestle,7.22
5/19/2024 5:00,HSB,7.43
5/19/2024 5:10,Saysells,7.14
5/19/2024 5:10,70.2 Trestle,7.2
5/19/2024 5:10,HSB,7.44
5/19/2024 5:20,Saysells,7.13
5/19/2024 5:20,70.2 Trestle,7.19
5/19/2024 5:20,HSB,7.44
5/19/2024 5:30,Saysells,7.14
5/19/2024 5:30,70.2 Trestle,7.21
5/19/2024 5:30,HSB,7.43
5/19/2024 5:40,Saysells,7.13
5/19/2024 5:40,70.2 Trestle,7.21
5/19/2024 5:40,HSB,7.43
5/19/2024 5:50,Saysells,7.14
5/19/2024 5:50,70.2 Trestle,7.21
5/19/2024 5:50,HSB,7.44
5/19/2024 6:00,Saysells,7.14
5/19/2024 6:00,70.2 Trestle,7.19
5/19/2024 6:00,HSB,7.43
5/19/2024 6:10,Saysells,7.15
5/19/2024 6:10,70.2 Trestle,7.24
5/19/2024 6:10,HSB,7.44
5/19/2024 6:20,Saysells,7.15
5/19/2024 6:20,70.2 Trestle,7.24
5/19/2024 6:20,HSB,7.43
5/19/2024 6:30,Saysells,7.15
5/19/2024 6:30,70.2 Trestle,7.25
5/19/2024 6:30,HSB,7.45
5/19/2024 6:40,Saysells,7.15
5/19/2024 6:40,70.2 Trestle,7.27
5/19/2024 6:40,HSB,7.45
5/19/2024 6:50,Saysells,7.15
5/19/2024 6:50,70.2 Trestle,7.32
5/19/2024 6:50,HSB,7.43
5/19/2024 7:00,Saysells,7.15
5/19/2024 7:00,70.2 Trestle,7.33
5/19/2024 7:00,HSB,7.46
5/19/2024 7:10,Saysells,7.16
5/19/2024 7:10,70.2 Trestle,7.36
5/19/2024 7:10,HSB,7.47
5/19/2024 7:20,Saysells,7.16
5/19/2024 7:20,70.2 Trestle,7.42
5/19/2024 7:20,HSB,7.47
5/19/2024 7:30,Saysells,7.16
5/19/2024 7:30,70.2 Trestle,7.45
5/19/2024 7:30,HSB,7.5
5/19/2024 7:40,Saysells,7.16
5/19/2024 7:40,70.2 Trestle,7.51
5/19/2024 7:40,HSB,7.5
5/19/2024 7:50,Saysells,7.16
5/19/2024 7:50,70.2 Trestle,7.57
5/19/2024 7:50,HSB,7.53
5/19/2024 8:00,Saysells,7.17
5/19/2024 8:00,70.2 Trestle,7.65
5/19/2024 8:00,HSB,7.54
5/19/2024 8:10,Saysells,7.19
5/19/2024 8:10,70.2 Trestle,7.72
5/19/2024 8:10,HSB,7.56
5/19/2024 8:20,Saysells,7.19
5/19/2024 8:20,70.2 Trestle,7.79
5/19/2024 8:20,HSB,7.6
5/19/2024 8:30,Saysells,7.2
5/19/2024 8:30,70.2 Trestle,7.89
5/19/2024 8:30,HSB,7.63
5/19/2024 8:40,Saysells,7.2
5/19/2024 8:40,70.2 Trestle,7.97
5/19/2024 8:40,HSB,7.65
5/19/2024 8:50,Saysells,7.22
5/19/2024 8:50,70.2 Trestle,8.01
5/19/2024 8:50,HSB,7.68
5/19/2024 9:00,Saysells,7.22
5/19/2024 9:00,70.2 Trestle,8.09
5/19/2024 9:00,HSB,7.73
5/19/2024 9:10,Saysells,7.21
5/19/2024 9:10,70.2 Trestle,8.17
5/19/2024 9:10,HSB,7.74
5/19/2024 9:20,Saysells,7.23
5/19/2024 9:20,70.2 Trestle,8.26
5/19/2024 9:20,HSB,7.78
5/19/2024 9:30,Saysells,7.24
5/19/2024 9:30,70.2 Trestle,8.3
5/19/2024 9:30,HSB,7.81
5/19/2024 9:40,Saysells,7.23
5/19/2024 9:40,70.2 Trestle,8.38
5/19/2024 9:40,HSB,7.86
5/19/2024 9:50,Saysells,7.24
5/19/2024 9:50,70.2 Trestle,8.44
5/19/2024 9:50,HSB,7.89
5/19/2024 10:00,Saysells,7.25
5/19/2024 10:00,70.2 Trestle,8.48
5/19/2024 10:00,HSB,7.91
5/19/2024 10:10,Saysells,7.26
5/19/2024 10:10,70.2 Trestle,8.55
5/19/2024 10:10,HSB,7.96
5/19/2024 10:20,Saysells,7.26
5/19/2024 10:20,70.2 Trestle,8.61
5/19/2024 10:20,HSB,8
5/19/2024 10:30,Saysells,7.27
5/19/2024 10:30,70.2 Trestle,8.71
5/19/2024 10:30,HSB,8.01
5/19/2024 10:40,Saysells,7.27
5/19/2024 10:40,70.2 Trestle,8.73
5/19/2024 10:40,HSB,8.07
5/19/2024 10:50,Saysells,7.28
5/19/2024 10:50,70.2 Trestle,8.81
5/19/2024 10:50,HSB,8.11
5/19/2024 11:00,Saysells,7.28
5/19/2024 11:00,70.2 Trestle,8.85
5/19/2024 11:00,HSB,8.17
5/19/2024 11:10,Saysells,7.28
5/19/2024 11:10,70.2 Trestle,8.88
5/19/2024 11:10,HSB,8.19
5/19/2024 11:20,Saysells,7.29
5/19/2024 11:20,70.2 Trestle,8.95
5/19/2024 11:20,HSB,8.24
5/19/2024 11:30,Saysells,7.3
5/19/2024 11:30,70.2 Trestle,8.97
5/19/2024 11:30,HSB,8.29
5/19/2024 11:40,Saysells,7.31
5/19/2024 11:40,70.2 Trestle,8.97
5/19/2024 11:40,HSB,8.33
5/19/2024 11:50,Saysells,7.31
5/19/2024 11:50,70.2 Trestle,8.97
5/19/2024 11:50,HSB,8.37
5/19/2024 12:00,Saysells,7.3
5/19/2024 12:00,70.2 Trestle,9.04
5/19/2024 12:00,HSB,8.42
5/19/2024 12:10,Saysells,7.31
5/19/2024 12:10,70.2 Trestle,9.1
5/19/2024 12:10,HSB,8.46
5/19/2024 12:20,Saysells,7.32
5/19/2024 12:20,70.2 Trestle,9.08
5/19/2024 12:20,HSB,8.49
5/19/2024 12:30,Saysells,7.3
5/19/2024 12:30,70.2 Trestle,9.07
5/19/2024 12:30,HSB,8.54
5/19/2024 12:40,Saysells,7.3
5/19/2024 12:40,70.2 Trestle,9.14
5/19/2024 12:40,HSB,8.6
5/19/2024 12:50,Saysells,7.31
5/19/2024 12:50,70.2 Trestle,9.2
5/19/2024 12:50,HSB,8.63
5/19/2024 13:00,Saysells,7.32
5/19/2024 13:00,70.2 Trestle,9.22
5/19/2024 13:00,HSB,8.64
5/19/2024 13:10,Saysells,7.33
5/19/2024 13:10,70.2 Trestle,9.19
5/19/2024 13:10,HSB,8.7
5/19/2024 13:20,Saysells,7.35
5/19/2024 13:20,70.2 Trestle,9.23
5/19/2024 13:20,HSB,8.71
5/19/2024 13:30,Saysells,7.31
5/19/2024 13:30,70.2 Trestle,9.23
5/19/2024 13:30,HSB,8.75
5/19/2024 13:40,Saysells,7.33
5/19/2024 13:40,70.2 Trestle,9.24
5/19/2024 13:40,HSB,8.79
5/19/2024 13:50,Saysells,7.34
5/19/2024 13:50,70.2 Trestle,9.27
5/19/2024 13:50,HSB,8.8
5/19/2024 14:00,Saysells,7.35
5/19/2024 14:00,70.2 Trestle,9.29
5/19/2024 14:00,HSB,8.84
5/19/2024 14:10,Saysells,7.34
5/19/2024 14:10,70.2 Trestle,9.29
5/19/2024 14:10,HSB,8.86
5/19/2024 14:20,Saysells,7.32
5/19/2024 14:20,70.2 Trestle,9.22
5/19/2024 14:20,HSB,8.9
5/19/2024 14:30,Saysells,7.33
5/19/2024 14:30,70.2 Trestle,9.23
5/19/2024 14:30,HSB,8.93
5/19/2024 14:40,Saysells,7.35
5/19/2024 14:40,70.2 Trestle,9.27
5/19/2024 14:40,HSB,8.95
5/19/2024 14:50,Saysells,7.36
5/19/2024 14:50,70.2 Trestle,9.26
5/19/2024 14:50,HSB,8.99
5/19/2024 15:00,Saysells,7.36
5/19/2024 15:00,70.2 Trestle,9.25
5/19/2024 15:00,HSB,9.01
5/19/2024 15:10,Saysells,7.35
5/19/2024 15:10,70.2 Trestle,9.27
5/19/2024 15:10,HSB,9.04
5/19/2024 15:20,Saysells,7.34
5/19/2024 15:20,70.2 Trestle,9.27
5/19/2024 15:20,HSB,9.08
5/19/2024 15:30,Saysells,7.36
5/19/2024 15:30,70.2 Trestle,9.24
5/19/2024 15:30,HSB,9.11
5/19/2024 15:40,Saysells,7.35
5/19/2024 15:40,70.2 Trestle,9.22
5/19/2024 15:40,HSB,9.13
5/19/2024 15:50,Saysells,7.36
5/19/2024 15:50,70.2 Trestle,9.21
5/19/2024 15:50,HSB,9.13
5/19/2024 16:00,Saysells,7.38
5/19/2024 16:00,70.2 Trestle,9.23
5/19/2024 16:00,HSB,9.15
5/19/2024 16:10,Saysells,7.37
5/19/2024 16:10,70.2 Trestle,9.2
5/19/2024 16:10,HSB,9.18
5/19/2024 16:20,Saysells,7.38
5/19/2024 16:20,70.2 Trestle,9.21
5/19/2024 16:20,HSB,9.2
5/19/2024 16:30,Saysells,7.37
5/19/2024 16:30,70.2 Trestle,9.15
5/19/2024 16:30,HSB,9.2
5/19/2024 16:40,Saysells,7.38
5/19/2024 16:40,70.2 Trestle,9.16
5/19/2024 16:40,HSB,9.21
5/19/2024 16:50,Saysells,7.38
5/19/2024 16:50,70.2 Trestle,9.14
5/19/2024 16:50,HSB,9.23
5/19/2024 17:00,Saysells,7.39
5/19/2024 17:00,70.2 Trestle,9.14
5/19/2024 17:00,HSB,9.22
5/19/2024 17:10,Saysells,7.37
5/19/2024 17:10,70.2 Trestle,9.08
5/19/2024 17:10,HSB,9.24
5/19/2024 17:20,Saysells,7.36
5/19/2024 17:20,70.2 Trestle,9.07
5/19/2024 17:20,HSB,9.22
5/19/2024 17:30,Saysells,7.36
5/19/2024 17:30,70.2 Trestle,9.06
5/19/2024 17:30,HSB,9.23
5/19/2024 17:40,Saysells,7.36
5/19/2024 17:40,70.2 Trestle,9.05
5/19/2024 17:40,HSB,9.23
5/19/2024 17:50,Saysells,7.36
5/19/2024 17:50,70.2 Trestle,9.01
5/19/2024 17:50,HSB,9.22
5/19/2024 18:00,Saysells,7.34
5/19/2024 18:00,70.2 Trestle,8.98
5/19/2024 18:00,HSB,9.22
5/19/2024 18:10,Saysells,7.34
5/19/2024 18:10,70.2 Trestle,8.92
5/19/2024 18:10,HSB,9.21
5/19/2024 18:20,Saysells,7.34
5/19/2024 18:20,70.2 Trestle,8.87
5/19/2024 18:20,HSB,9.21
5/19/2024 18:30,Saysells,7.34
5/19/2024 18:30,70.2 Trestle,8.8
5/19/2024 18:30,HSB,9.2
5/19/2024 18:40,Saysells,7.33
5/19/2024 18:40,70.2 Trestle,8.72
5/19/2024 18:40,HSB,9.2
5/19/2024 18:50,Saysells,7.33
5/19/2024 18:50,70.2 Trestle,8.63
5/19/2024 18:50,HSB,9.19
5/19/2024 19:00,Saysells,7.34
5/19/2024 19:00,70.2 Trestle,8.5
5/19/2024 19:00,HSB,9.19
5/19/2024 19:10,Saysells,7.33
5/19/2024 19:10,70.2 Trestle,8.41
5/19/2024 19:10,HSB,9.16
5/19/2024 19:20,Saysells,7.33
5/19/2024 19:20,70.2 Trestle,8.29
5/19/2024 19:20,HSB,9.15
5/19/2024 19:30,Saysells,7.31
5/19/2024 19:30,70.2 Trestle,8.19
5/19/2024 19:30,HSB,9.12
5/19/2024 19:40,Saysells,7.32
5/19/2024 19:40,70.2 Trestle,8.06
5/19/2024 19:40,HSB,9.11
5/19/2024 19:50,Saysells,7.32
5/19/2024 19:50,70.2 Trestle,7.97
5/19/2024 19:50,HSB,9.09
5/19/2024 20:00,Saysells,7.3
5/19/2024 20:00,70.2 Trestle,7.88
5/19/2024 20:00,HSB,9.06
5/19/2024 20:10,Saysells,7.3
5/19/2024 20:10,70.2 Trestle,7.8
5/19/2024 20:10,HSB,9.01
5/19/2024 20:20,Saysells,7.28
5/19/2024 20:20,70.2 Trestle,7.71
5/19/2024 20:20,HSB,8.95
5/19/2024 20:30,Saysells,7.27
5/19/2024 20:30,70.2 Trestle,7.65
5/19/2024 20:30,HSB,8.89
5/19/2024 20:40,Saysells,7.28
5/19/2024 20:40,70.2 Trestle,7.58
5/19/2024 20:40,HSB,8.82
5/19/2024 20:50,Saysells,7.27
5/19/2024 20:50,70.2 Trestle,7.53
5/19/2024 20:50,HSB,8.73
5/19/2024 21:00,Saysells,7.23
5/19/2024 21:00,70.2 Trestle,7.47
5/19/2024 21:00,HSB,8.62
5/19/2024 21:10,Saysells,7.24
5/19/2024 21:10,70.2 Trestle,7.43
5/19/2024 21:10,HSB,8.52
5/19/2024 21:20,Saysells,7.24
5/19/2024 21:20,70.2 Trestle,7.41
5/19/2024 21:20,HSB,8.37
5/19/2024 21:30,Saysells,7.24
5/19/2024 21:30,70.2 Trestle,7.36
5/19/2024 21:30,HSB,8.25
5/19/2024 21:40,Saysells,7.23
5/19/2024 21:40,70.2 Trestle,7.35
5/19/2024 21:40,HSB,8.11
5/19/2024 21:50,Saysells,7.21
5/19/2024 21:50,70.2 Trestle,7.33
5/19/2024 21:50,HSB,8.02
5/19/2024 22:00,Saysells,7.22
5/19/2024 22:00,70.2 Trestle,7.31
5/19/2024 22:00,HSB,7.93
5/19/2024 22:10,Saysells,7.23
5/19/2024 22:10,70.2 Trestle,7.29
5/19/2024 22:10,HSB,7.85
5/19/2024 22:20,Saysells,7.2
5/19/2024 22:20,70.2 Trestle,7.28
5/19/2024 22:20,HSB,7.8
5/19/2024 22:30,Saysells,7.22
5/19/2024 22:30,70.2 Trestle,7.28
5/19/2024 22:30,HSB,7.73
5/19/2024 22:40,Saysells,7.21
5/19/2024 22:40,70.2 Trestle,7.25
5/19/2024 22:40,HSB,7.71
5/19/2024 22:50,Saysells,7.21
5/19/2024 22:50,70.2 Trestle,7.26
5/19/2024 22:50,HSB,7.68
5/19/2024 23:00,Saysells,7.19
5/19/2024 23:00,70.2 Trestle,7.25
5/19/2024 23:00,HSB,7.64
5/19/2024 23:10,Saysells,7.21
5/19/2024 23:10,70.2 Trestle,7.24
5/19/2024 23:10,HSB,7.63
5/19/2024 23:20,Saysells,7.19
5/19/2024 23:20,70.2 Trestle,7.22
5/19/2024 23:20,HSB,7.6
5/19/2024 23:30,Saysells,7.19
5/19/2024 23:30,70.2 Trestle,7.22
5/19/2024 23:30,HSB,7.57
5/19/2024 23:40,Saysells,7.19
5/19/2024 23:40,70.2 Trestle,7.21
5/19/2024 23:40,HSB,7.56
5/19/2024 23:50,Saysells,7.18
5/19/2024 23:50,70.2 Trestle,7.2
5/19/2024 23:50,HSB,7.55
5/20/2024,Saysells,7.18
5/20/2024,70.2 Trestle,7.22
5/20/2024,HSB,7.52
5/20/2024 0:10,Saysells,7.18
5/20/2024 0:10,70.2 Trestle,7.22
5/20/2024 0:10,HSB,7.52
5/20/2024 0:20,Saysells,7.18
5/20/2024 0:20,70.2 Trestle,7.21
5/20/2024 0:20,HSB,7.5
5/20/2024 0:30,Saysells,7.18
5/20/2024 0:30,70.2 Trestle,7.22
5/20/2024 0:30,HSB,7.5
5/20/2024 0:40,Saysells,7.18
5/20/2024 0:40,70.2 Trestle,7.19
5/20/2024 0:40,HSB,7.49
5/20/2024 0:50,Saysells,7.18
5/20/2024 0:50,70.2 Trestle,7.21
5/20/2024 0:50,HSB,7.48
5/20/2024 1:00,Saysells,7.18
5/20/2024 1:00,70.2 Trestle,7.19
5/20/2024 1:00,HSB,7.46
5/20/2024 1:10,Saysells,7.16
5/20/2024 1:10,70.2 Trestle,7.2
5/20/2024 1:10,HSB,7.46
5/20/2024 1:20,Saysells,7.17
5/20/2024 1:20,70.2 Trestle,7.21
5/20/2024 1:20,HSB,7.45
5/20/2024 1:30,Saysells,7.18
5/20/2024 1:30,70.2 Trestle,7.2
5/20/2024 1:30,HSB,7.45
5/20/2024 1:40,Saysells,7.16
5/20/2024 1:40,70.2 Trestle,7.19
5/20/2024 1:40,HSB,7.44
5/20/2024 1:50,Saysells,7.16
5/20/2024 1:50,70.2 Trestle,7.2
5/20/2024 1:50,HSB,7.45
5/20/2024 2:00,Saysells,7.16
5/20/2024 2:00,70.2 Trestle,7.2
5/20/2024 2:00,HSB,7.45
5/20/2024 2:10,Saysells,7.16
5/20/2024 2:10,70.2 Trestle,7.19
5/20/2024 2:10,HSB,7.44
5/20/2024 2:20,Saysells,7.16
5/20/2024 2:20,70.2 Trestle,7.19
5/20/2024 2:20,HSB,7.43
5/20/2024 2:30,Saysells,7.15
5/20/2024 2:30,70.2 Trestle,7.18
5/20/2024 2:30,HSB,7.44
5/20/2024 2:40,Saysells,7.15
5/20/2024 2:40,70.2 Trestle,7.2
5/20/2024 2:40,HSB,7.43
5/20/2024 2:50,Saysells,7.15
5/20/2024 2:50,70.2 Trestle,7.18
5/20/2024 2:50,HSB,7.44
5/20/2024 3:00,Saysells,7.14
5/20/2024 3:00,70.2 Trestle,7.19
5/20/2024 3:00,HSB,7.43
5/20/2024 3:10,Saysells,7.14
5/20/2024 3:10,70.2 Trestle,7.2
5/20/2024 3:10,HSB,7.41
5/20/2024 3:20,Saysells,7.15
5/20/2024 3:20,70.2 Trestle,7.19
5/20/2024 3:20,HSB,7.43
5/20/2024 3:30,Saysells,7.14
5/20/2024 3:30,70.2 Trestle,7.18
5/20/2024 3:30,HSB,7.45
5/20/2024 3:40,Saysells,7.15
5/20/2024 3:40,70.2 Trestle,7.17
5/20/2024 3:40,HSB,7.42
5/20/2024 3:50,Saysells,7.13
5/20/2024 3:50,70.2 Trestle,7.2
5/20/2024 3:50,HSB,7.43
5/20/2024 4:00,Saysells,7.13
5/20/2024 4:00,70.2 Trestle,7.17
5/20/2024 4:00,HSB,7.43
5/20/2024 4:10,Saysells,7.15
5/20/2024 4:10,70.2 Trestle,7.19
5/20/2024 4:10,HSB,7.43
5/20/2024 4:20,Saysells,7.12
5/20/2024 4:20,70.2 Trestle,7.19
5/20/2024 4:20,HSB,7.44
5/20/2024 4:30,Saysells,7.13
5/20/2024 4:30,70.2 Trestle,7.16
5/20/2024 4:30,HSB,7.42
5/20/2024 4:40,Saysells,7.13
5/20/2024 4:40,70.2 Trestle,7.2
5/20/2024 4:40,HSB,7.41
5/20/2024 4:50,Saysells,7.13
5/20/2024 4:50,70.2 Trestle,7.17
5/20/2024 4:50,HSB,7.44
5/20/2024 5:00,Saysells,7.13
5/20/2024 5:00,70.2 Trestle,7.18
5/20/2024 5:00,HSB,7.43
5/20/2024 5:10,Saysells,7.13
5/20/2024 5:10,70.2 Trestle,7.17
5/20/2024 5:10,HSB,7.42
5/20/2024 5:20,Saysells,7.12
5/20/2024 5:20,70.2 Trestle,7.17
5/20/2024 5:20,HSB,7.45
5/20/2024 5:30,Saysells,7.13
5/20/2024 5:30,70.2 Trestle,7.18
5/20/2024 5:30,HSB,7.42
5/20/2024 5:40,Saysells,7.13
5/20/2024 5:40,70.2 Trestle,7.2
5/20/2024 5:40,HSB,7.42
5/20/2024 5:50,Saysells,7.11
5/20/2024 5:50,70.2 Trestle,7.18
5/20/2024 5:50,HSB,7.42
5/20/2024 6:00,Saysells,7.11
5/20/2024 6:00,70.2 Trestle,7.19
5/20/2024 6:00,HSB,7.44
5/20/2024 6:10,Saysells,7.11
5/20/2024 6:10,70.2 Trestle,7.19
5/20/2024 6:10,HSB,7.43
5/20/2024 6:20,Saysells,7.11
5/20/2024 6:20,70.2 Trestle,7.24
5/20/2024 6:20,HSB,7.44
5/20/2024 6:30,Saysells,7.14
5/20/2024 6:30,70.2 Trestle,7.24
5/20/2024 6:30,HSB,7.44
5/20/2024 6:40,Saysells,7.14
5/20/2024 6:40,70.2 Trestle,7.26
5/20/2024 6:40,HSB,7.45
5/20/2024 6:50,Saysells,7.12
5/20/2024 6:50,70.2 Trestle,7.28
5/20/2024 6:50,HSB,7.45
5/20/2024 7:00,Saysells,7.14
5/20/2024 7:00,70.2 Trestle,7.3
5/20/2024 7:00,HSB,7.47
5/20/2024 7:10,Saysells,7.15
5/20/2024 7:10,70.2 Trestle,7.32
5/20/2024 7:10,HSB,7.48
5/20/2024 7:20,Saysells,7.16
5/20/2024 7:20,70.2 Trestle,7.36
5/20/2024 7:20,HSB,7.5
5/20/2024 7:30,Saysells,7.17
5/20/2024 7:30,70.2 Trestle,7.39
5/20/2024 7:30,HSB,7.5
5/20/2024 7:40,Saysells,7.17
5/20/2024 7:40,70.2 Trestle,7.44
5/20/2024 7:40,HSB,7.51
5/20/2024 7:50,Saysells,7.17
5/20/2024 7:50,70.2 Trestle,7.47
5/20/2024 7:50,HSB,7.54
5/20/2024 8:00,Saysells,7.17
5/20/2024 8:00,70.2 Trestle,7.55
5/20/2024 8:00,HSB,7.56
5/20/2024 8:10,Saysells,7.19
5/20/2024 8:10,70.2 Trestle,7.57
5/20/2024 8:10,HSB,7.57
5/20/2024 8:20,Saysells,7.18
5/20/2024 8:20,70.2 Trestle,7.63
5/20/2024 8:20,HSB,7.61
5/20/2024 8:30,Saysells,7.2
5/20/2024 8:30,70.2 Trestle,7.68
5/20/2024 8:30,HSB,7.65
5/20/2024 8:40,Saysells,7.19
5/20/2024 8:40,70.2 Trestle,7.74
5/20/2024 8:40,HSB,7.67
5/20/2024 8:50,Saysells,7.18
5/20/2024 8:50,70.2 Trestle,7.79
5/20/2024 8:50,HSB,7.67
5/20/2024 9:00,Saysells,7.2
5/20/2024 9:00,70.2 Trestle,7.87
5/20/2024 9:00,HSB,7.71
5/20/2024 9:10,Saysells,7.2
5/20/2024 9:10,70.2 Trestle,7.94
5/20/2024 9:10,HSB,7.71
5/20/2024 9:20,Saysells,7.2
5/20/2024 9:20,70.2 Trestle,7.92
5/20/2024 9:20,HSB,7.73
5/20/2024 9:30,Saysells,7.22
5/20/2024 9:30,70.2 Trestle,7.95
5/20/2024 9:30,HSB,7.8
5/20/2024 9:40,Saysells,7.21
5/20/2024 9:40,70.2 Trestle,8.02
5/20/2024 9:40,HSB,7.85
5/20/2024 9:50,Saysells,7.21
5/20/2024 9:50,70.2 Trestle,8.04
5/20/2024 9:50,HSB,7.87
5/20/2024 10:00,Saysells,7.21
5/20/2024 10:00,70.2 Trestle,8.09
5/20/2024 10:00,HSB,7.92
5/20/2024 10:10,Saysells,7.23
5/20/2024 10:10,70.2 Trestle,8.18
5/20/2024 10:10,HSB,7.98
5/20/2024 10:20,Saysells,7.24
5/20/2024 10:20,70.2 Trestle,8.21
5/20/2024 10:20,HSB,7.97
5/20/2024 10:30,Saysells,7.25
5/20/2024 10:30,70.2 Trestle,8.32
5/20/2024 10:30,HSB,8.02
5/20/2024 10:40,Saysells,7.26
5/20/2024 10:40,70.2 Trestle,8.43
5/20/2024 10:40,HSB,8.06
5/20/2024 10:50,Saysells,7.26
5/20/2024 10:50,70.2 Trestle,8.45
5/20/2024 10:50,HSB,8.09
5/20/2024 11:00,Saysells,7.25
5/20/2024 11:00,70.2 Trestle,8.5
5/20/2024 11:00,HSB,8.11
5/20/2024 11:10,Saysells,7.27
5/20/2024 11:10,70.2 Trestle,8.59
5/20/2024 11:10,HSB,8.16
5/20/2024 11:20,Saysells,7.27
5/20/2024 11:20,70.2 Trestle,8.64
5/20/2024 11:20,HSB,8.18
5/20/2024 11:30,Saysells,7.26
5/20/2024 11:30,70.2 Trestle,8.7
5/20/2024 11:30,HSB,8.25
5/20/2024 11:40,Saysells,7.3
5/20/2024 11:40,70.2 Trestle,8.78
5/20/2024 11:40,HSB,8.26
5/20/2024 11:50,Saysells,7.29
5/20/2024 11:50,70.2 Trestle,8.81
5/20/2024 11:50,HSB,8.29
5/20/2024 12:00,Saysells,7.29
5/20/2024 12:00,70.2 Trestle,8.94
5/20/2024 12:00,HSB,8.34
5/20/2024 12:10,Saysells,7.3
5/20/2024 12:10,70.2 Trestle,9
5/20/2024 12:10,HSB,8.39
5/20/2024 12:20,Saysells,7.3
5/20/2024 12:20,70.2 Trestle,8.97
5/20/2024 12:20,HSB,8.4
5/20/2024 12:30,Saysells,7.31
5/20/2024 12:30,70.2 Trestle,9
5/20/2024 12:30,HSB,8.46
5/20/2024 12:40,Saysells,7.29
5/20/2024 12:40,70.2 Trestle,9.01
5/20/2024 12:40,HSB,8.47
5/20/2024 12:50,Saysells,7.32
5/20/2024 12:50,70.2 Trestle,9.11
5/20/2024 12:50,HSB,8.53
5/20/2024 13:00,Saysells,7.31
5/20/2024 13:00,70.2 Trestle,9.13
5/20/2024 13:00,HSB,8.54
5/20/2024 13:10,Saysells,7.33
5/20/2024 13:10,70.2 Trestle,9.11
5/20/2024 13:10,HSB,8.57
5/20/2024 13:20,Saysells,7.33
5/20/2024 13:20,70.2 Trestle,9.05
5/20/2024 13:20,HSB,8.61
5/20/2024 13:30,Saysells,7.31
5/20/2024 13:30,70.2 Trestle,9.09
5/20/2024 13:30,HSB,8.62
5/20/2024 13:40,Saysells,7.33
5/20/2024 13:40,70.2 Trestle,9.11
5/20/2024 13:40,HSB,8.67
5/20/2024 13:50,Saysells,7.33
5/20/2024 13:50,70.2 Trestle,9.15
